,ward,total_households,total_individuals,target,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,dw_12,dw_13,psa_00,psa_01,psa_02,psa_03,psa_04,stv_00,stv_01,car_00,car_01,lln_00,lln_01,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_13,lan_14,pg_00,pg_01,pg_02,pg_03,pg_04,lgt_00,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,pw_07,pw_08,ADM4_PCODE,lat,lon,NL,source,city
1838,93607001: Ward 1,2379.47025,9692.60025,39.2799271182,0.9494280376,0.0094797361,0.0005919847,0.0,0.0,0.0009045795,0.0031960938,0.0133725732,0.0177899303,0.0004522897,0.0,0.0047847751,0.0,0.0,0.4510137525,0.3930791781,0.0034094453,0.0122073073,0.1402903168,0.1090040357,0.8909959643,0.148260471,0.851739529,0.0126020529,0.9873979471,0.0011213008,0.0038449992,0.0046639177,0.0006738976,0.0101221816,0.9595543477,0.0015569341,0.003244471,0.0046807646,0.0002278893,0.0012143068,0.0016820471,0.0036987691,0.0,0.0037141736,0.9959895076,0.0002230041,0.0027807399,0.0003195902,0.0006871582,0.9257134062,0.0644995877,0.4847704442,0.3227280064,0.0794033714,0.0062497861,0.0024161765,0.0399326279,0.0,0.0,ZA9367001,-23.4323504677,28.7187122007,1.8086863054,train,Mogalakwena Local Municipality
1839,93607002: Ward 2,2281.10369,8588.36638,37.6245369188,0.8672773354,0.0071185366,0.0029688129,0.0010659577,0.0,0.0004535261,0.0114750724,0.0854281508,0.019617622,0.0006175125,0.0006175125,0.0033599612,0.0,0.0,0.4595596212,0.3854860731,0.0003755452,0.0187190954,0.1358596651,0.1765745248,0.8234254752,0.1898265528,0.8101734472,0.0160198022,0.9839801978,0.0021498815,0.0042919932,0.0030221184,0.0001238687,0.0085677714,0.9673540162,0.0010212059,0.0043757961,0.0006232827,0.0002516765,0.0006627745,0.0020899225,0.0054656925,0.0,0.0,0.996743376,0.0001238687,0.0009182817,0.0002571898,0.0019572838,0.9410180166,0.1225700485,0.3599281101,0.3123435612,0.1011805605,0.0124538924,0.0048377196,0.0866861076,0.0,0.0,ZA9367002,-23.5240350109,28.7634905285,1.8463906466,train,Mogalakwena Local Municipality
1840,93607003: Ward 3,2392.16173,9822.603,39.2090262225,0.9507624888,0.0075397829,0.0008600965,0.0,0.0004498902,0.0,0.0004498902,0.0252047047,0.0126358806,0.0,0.0,0.0020972662,0.0,0.0,0.4115036605,0.4316894646,0.0001083043,0.0068360128,0.1498625578,0.137344376,0.862655624,0.1668764637,0.8331235363,0.0172734851,0.9827265149,0.0012532177,0.0053692641,0.0070097824,0.0003554424,0.0097689523,0.9047672486,0.0138670188,0.0395732618,0.0032860852,0.000127171,0.0018033377,0.0058386957,0.0069805224,0.0,0.0,0.9973686191,0.0004622919,0.0008595736,0.0002321706,0.0010773448,0.8107619295,0.2259677233,0.5402534719,0.1658744495,0.0355159515,0.0143242489,0.0028208753,0.0152432796,0.0,0.0,ZA9367003,-23.4794722064,28.5976077955,2.9228447874,train,Mogalakwena Local Municipality
1841,93607004: Ward 4,2365.19233,9176.13632,37.0834603544,0.9014307982,0.0047563278,0.0016461367,0.0,0.0,0.0010329604,0.0005955583,0.0201296865,0.0681893552,0.0005955583,0.0005955583,0.0010280602,0.0,0.0,0.4239335156,0.4201482111,0.0002407157,0.0130470762,0.1426304813,0.112265644,0.887734356,0.1308030371,0.8691969629,0.0168591617,0.9831408383,0.0006425166,0.0028169983,0.0100646325,0.0002318688,0.0064859139,0.9085609879,0.0017545696,0.0044898603,0.0028296136,0.0,0.0030142959,0.0535011843,0.0056075584,0.0,0.0,0.9955893234,0.0001159344,0.0004851181,0.0002894519,0.0035201722,0.8923174379,0.0774312125,0.6291350437,0.1649467001,0.0703266867,0.0299843945,0.0052303738,0.0229455885,0.0,0.0,ZA9367004,-23.6315553563,28.8547814367,1.8269362151,train,Mogalakwena Local Municipality
1842,93607005: Ward 5,2025.34436,7224.73461,36.1894961902,0.9498844532,0.011688516,0.0006954916,0.0005313714,0.0011067007,0.0,0.0,0.0180225549,0.0040243527,0.0,0.0096167202,0.0044298393,0.0,0.0,0.4023294345,0.4599345567,0.0,0.0111776189,0.1265583899,0.1017062007,0.8982937993,0.1407132563,0.8592867437,0.0038425712,0.9961574288,0.0005889933,0.0037526347,0.0221929204,0.0003104156,0.0038743416,0.9377822267,0.003832221,0.0025398705,0.000765397,0.0001472483,0.0013796742,0.0208401053,0.0019939514,0.0,0.0,0.9981918173,0.0001472483,0.0010672586,0.0002944966,0.0002991792,0.9531632833,0.0447747513,0.6818074236,0.1759748747,0.0686208739,0.0011067007,0.0092679054,0.0184474703,0.0,0.0,ZA9367005,-23.6504421579,28.7306997761,1.758836953,train,Mogalakwena Local Municipality
1843,93607006: Ward 6,2220.41224,9515.82971,39.538910126,0.9068919743,0.0253307422,0.002088459,0.0004607027,0.0,0.0,0.0015797832,0.0340368372,0.026955391,0.0,0.0,0.0026561104,0.0,0.0,0.4450144674,0.3902736811,0.0005675102,0.0182253892,0.1459189521,0.1493135797,0.8506864203,0.1311063526,0.8688936474,0.025644211,0.974355789,0.0020331375,0.0039880852,0.0298521515,0.0009130449,0.011266118,0.9366194259,0.0014705055,0.0072363716,0.0005625342,0.0003560047,0.0016214992,0.0020744697,0.0020066521,0.0,0.0,0.99698699,0.0007998283,0.0009236126,0.0003439185,0.0009456506,0.8368982734,0.0666879093,0.677474472,0.1476815044,0.0309366967,0.0372758214,0.0041581513,0.035785445,0.0,0.0,ZA9367006,-23.5625521379,28.5423220744,1.983529887,train,Mogalakwena Local Municipality
1844,93607007: Ward 7,2539.14118,10273.81703,33.869933534,0.7521282058,0.0393125561,0.0029180969,0.0006239236,0.0014024545,0.0,0.0096684423,0.1553128487,0.0229844053,0.0034518404,0.0012594888,0.0109377376,0.0,0.0,0.4111989641,0.4342213694,0.0002117947,0.0165807109,0.1377871609,0.1130621339,0.8869378661,0.15049099,0.84950901,0.0149273582,0.9850726418,0.0187313848,0.0143605731,0.006966661,0.0007340261,0.0074430068,0.8601265717,0.0062575438,0.0382905165,0.0030399996,0.0003172287,0.0031344738,0.0286937921,0.0119042221,0.0,0.0,0.9805468932,0.0007748921,0.0004332869,0.0155304936,0.0027144342,0.8535554569,0.0544431129,0.2782154476,0.3561784737,0.1603802708,0.0548831712,0.0017925155,0.0941070083,0.0,0.0,ZA9367007,-23.744723869,28.4020840829,0.0,train,Mogalakwena Local Municipality
1845,93607008: Ward 8,2002.39163,7754.60917,41.7027162663,0.9539559052,0.0086397535,0.0,0.0,0.0,0.0026901531,0.0011193864,0.0230519042,0.0087645093,0.0005374623,0.0,0.0012409261,0.0,0.0,0.430709606,0.4199644751,0.0,0.0123061341,0.1370197848,0.1287747542,0.8712252458,0.1299246292,0.8700753708,0.00906491,0.99093509,0.0023427641,0.0029272797,0.012002926,0.0013972877,0.0153410181,0.8804664143,0.0073496586,0.0073796807,0.0015493057,0.0,0.0009900899,0.0645161218,0.0037374533,0.0,0.0,0.9962916932,0.0014041494,0.0016015288,0.0004115604,0.0002910682,0.9557216637,0.0702623642,0.7502836945,0.081607093,0.0670720243,0.004551677,0.0100033978,0.0162197492,0.0,0.0,ZA9367008,-23.6985938097,28.6158841565,1.8668322596,train,Mogalakwena Local Municipality
1846,93607009: Ward 9,2243.85976,8616.58679,38.3190048383,0.9383626854,0.0122899882,0.0,0.0004796244,0.0,0.0,0.004839995,0.0325671378,0.007895284,0.0035652852,0.0,0.0,0.0,0.0,0.4120970863,0.4275823699,0.0007486305,0.0068903594,0.1526815539,0.1014788553,0.8985211447,0.1528904418,0.8471095582,0.0107595673,0.9892404327,0.0009955566,0.0072985814,0.0197679713,0.0002469261,0.0047396865,0.6646015852,0.0062469411,0.0037202492,0.001863724,0.0019723715,0.0034786907,0.2634972635,0.0055548306,0.0,0.0160156224,0.9950043084,0.0015161259,0.0016456075,0.0013062388,0.0005277194,0.923671335,0.0778891859,0.470794993,0.2677231887,0.0977882281,0.0053708303,0.0162797384,0.0641538355,0.0,0.0,ZA9367009,-23.8397978322,28.645729426,4.0604951294,train,Mogalakwena Local Municipality
1847,93607010: Ward 10,2063.64669,7729.41019,39.0170233064,0.9482454383,0.0212903547,0.0005646509,0.0,0.0,0.0,0.0044559323,0.0132465892,0.0047759823,0.0013651659,0.0,0.0060558864,0.0,0.0,0.409770072,0.4487097534,0.0008301811,0.0108920898,0.1297979038,0.1691016789,0.8308983211,0.1542978028,0.8457021972,0.010976753,0.989023247,0.0005567825,0.003915899,0.0062822918,0.0025029154,0.004722447,0.819613125,0.0018357507,0.0033375936,0.0009678151,0.000137634,0.0004235252,0.1527956275,0.0029085932,0.0,0.0,0.9980056098,0.0001481368,0.0001481368,0.0004129021,0.0012852145,0.9293288814,0.0376454169,0.2823006684,0.5533447346,0.0718665413,0.0232335313,0.0048170261,0.0267920814,0.0,0.0,ZA9367010,-23.8150577248,28.7718794772,4.4116296388,train,Mogalakwena Local Municipality
1848,93607011: Ward 11,2711.07232,9724.23136,39.5883312327,0.9474906225,0.0118273385,0.0013463529,0.0004298078,0.0,0.0023855063,0.0022146882,0.019834576,0.0122432256,0.0,0.0,0.0022278823,0.0,0.0,0.4157174239,0.4174555119,0.0006563994,0.0412137839,0.1249568809,0.1586408141,0.8413591859,0.1988469603,0.8011530397,0.0447797534,0.9552202466,0.0024369988,0.011869479,0.0088907264,0.0015735311,0.008759952,0.8410989185,0.0091230306,0.0054382962,0.0024542022,0.0005469995,0.0020211561,0.0954435796,0.0103431301,0.0,0.0,0.9962586297,0.0007874607,0.00091555,0.0005554434,0.0014829162,0.9479150117,0.1123506916,0.471573215,0.1731710388,0.0614638159,0.0481164184,0.0013463529,0.1319784675,0.0,0.0,ZA9367011,-23.8850837562,28.8011237852,5.7966700772,train,Mogalakwena Local Municipality
1849,93607012: Ward 12,3191.2183,10645.76088,21.8508204218,0.9372360456,0.0224252662,0.0031648101,0.0012377436,0.0003651395,0.0010572921,0.0024094246,0.0070586114,0.0114898157,0.0058848497,0.0012582154,0.006412786,0.0,0.0,0.2626042095,0.591679834,0.0001159532,0.0106522062,0.1349477972,0.1966388229,0.8033611771,0.2243418289,0.7756581711,0.0346417668,0.9653582332,0.0882643233,0.0184548791,0.0483482483,0.0033922902,0.0127583121,0.6294075769,0.0436689886,0.0107145371,0.0007884819,0.0009240955,0.0171565163,0.0738504893,0.0321693634,0.0,0.0201018981,0.8998656027,0.0023041876,0.0034841023,0.0914003932,0.0029457143,0.9099669302,0.1829950148,0.7510947089,0.0459579403,0.0051436124,0.0031909914,0.0,0.0116177323,0.0,0.0,ZA9367012,-24.1488697453,29.0132521286,23.8479303304,train,Mogalakwena Local Municipality
1850,93607013: Ward 13,2655.48644,10516.59754,36.6758619185,0.9067630825,0.0071425219,0.0007748072,0.0004388047,0.0,0.0010609054,0.0045041804,0.0318894455,0.0449941593,0.0,0.0005304527,0.0019016403,0.0,0.0,0.3958839115,0.4498525518,0.0002055313,0.0141003456,0.1399576597,0.1417743485,0.8582256515,0.1306590592,0.8693409408,0.0110013855,0.9889986145,0.0026655037,0.0033553019,0.0167915021,0.002781721,0.0073813892,0.8894540677,0.000510377,0.0021399126,0.0014505452,0.0011919787,0.0019208684,0.067982321,0.0023745113,0.0,0.0,0.9973698803,0.0001011572,0.0008062075,0.0010127781,0.0007099768,0.8875219638,0.0883525769,0.6091830392,0.1105027823,0.0556718678,0.0094010422,0.0114274468,0.1154612448,0.0,0.0,ZA9367013,-23.9025540215,28.9293441347,6.7511855686,train,Mogalakwena Local Municipality
1851,93607014: Ward 14,2324.19937,8421.23505,35.6078738632,0.9613084268,0.0027646553,0.0030284493,0.0,0.0,0.0004630455,0.0,0.0188052155,0.0125610997,0.0006060625,0.0,0.0004630455,0.0,0.0,0.3774749192,0.4867682146,0.0,0.0117154787,0.1240413875,0.175568355,0.824431645,0.2072647623,0.7927352377,0.0148474784,0.9851525216,0.001418628,0.0028556263,0.0100136844,0.0052405781,0.008825012,0.9291200642,0.0018534787,0.0065905808,0.0024486349,0.0,0.0007757473,0.0240512311,0.0066879869,0.0,0.0001187474,0.9971201671,0.0003886211,0.0009268664,0.0003789812,0.0011853641,0.96852335,0.0931642452,0.3942831075,0.281894681,0.0834123882,0.0082802664,0.0006060625,0.1383592493,0.0,0.0,ZA9367014,-23.9688291237,28.8254585525,6.3524618102,train,Mogalakwena Local Municipality
1852,93607015: Ward 15,1882.96818,7701.33058,40.5159889638,0.9449845138,0.0201440419,0.0028356188,0.0011209696,0.0,0.0006188315,0.0010988396,0.0138042588,0.0041521148,0.0,0.0012913442,0.0099494671,0.0,0.0,0.4239026667,0.4184948246,0.0001381359,0.0189265567,0.1385378161,0.0897687979,0.9102312021,0.1306824102,0.8693175898,0.0142817761,0.9857182239,0.0020958781,0.0051199542,0.0083018343,0.0015406974,0.0054658412,0.8326659664,0.0126500504,0.0081381028,0.0019700388,0.0006994648,0.0005632053,0.1187723706,0.0020165957,0.0,0.0,0.9971352626,0.0004144076,0.0017385684,0.0001381359,0.0005736256,0.9149668636,0.0218839758,0.445381265,0.3286475186,0.076612702,0.0544895613,0.0060180305,0.0669669468,0.0,0.0,ZA9367015,-23.9298636148,28.6895763986,4.1494869331,train,Mogalakwena Local Municipality
1853,93607016: Ward 16,2548.37521,9167.92718,34.288551253,0.9033985345,0.0126715602,0.0027760786,0.0009587089,0.0,0.0,0.0049580376,0.0228425115,0.0442611078,0.0016582448,0.0004059606,0.0060692554,0.0,0.0,0.3784093691,0.4830181265,0.0004057493,0.0132181209,0.1249486342,0.1306420101,0.8693579899,0.1922567517,0.8077432483,0.0307776303,0.9692223697,0.0233551419,0.0150060147,0.0209667132,0.0016460362,0.0107179516,0.8307129671,0.0133734254,0.007175454,0.0001736728,0.0002409312,0.0036079737,0.0488598263,0.0181647167,0.0,0.0059991751,0.9754027366,0.0008552086,0.0004749002,0.0222276209,0.0010395338,0.8694997626,0.2313069197,0.3358805354,0.2959488057,0.0734274212,0.047200675,0.0036883423,0.0125473007,0.0,0.0,ZA9367016,-24.1579346779,28.9088144903,8.8430735931,train,Mogalakwena Local Municipality
1854,93607017: Ward 17,2235.5981,8800.54654,37.6894751342,0.8779862713,0.0104244542,0.0038960894,0.0004575733,0.0,0.0,0.0550169505,0.0222800377,0.0299386236,0.0,0.0,0.0,0.0,0.0,0.3962695992,0.4637707058,0.0001208823,0.005259087,0.1345797258,0.110177196,0.889822804,0.144029506,0.855970494,0.0114334057,0.9885665943,0.0009878148,0.0032541604,0.011797832,0.0045677243,0.0055333518,0.7393816634,0.0331468857,0.005555222,0.0019674869,0.0008724185,0.001714856,0.1879536722,0.0032669119,0.0,0.0,0.9973910984,0.0004835291,0.0011363703,0.0004999871,0.0004890151,0.9750271527,0.145505129,0.2181935787,0.4107308778,0.0823919603,0.030053689,0.0145261664,0.0985985987,0.0,0.0,ZA9367017,-24.0194754133,28.868968083,12.1386734504,train,Mogalakwena Local Municipality
1855,93607018: Ward 18,2950.40857,11667.92343,31.0533256077,0.8962749725,0.0087554213,0.0062546659,0.0003949419,0.0006934294,0.0004774288,0.0074645831,0.0254293628,0.0375167701,0.0047742879,0.0004774288,0.0114867074,0.0,0.0,0.3449217313,0.5056240329,0.0001864891,0.0137948814,0.1354728654,0.1568983478,0.8431016522,0.202766246,0.797233754,0.0081903775,0.9918096225,0.0010169265,0.0046638393,0.02880447,0.0014421804,0.0059724021,0.7948519971,0.0155983874,0.0100332558,0.001681564,0.0012148537,0.0048743755,0.1222420149,0.0076037335,0.0,0.0,0.99746143,0.0002833838,0.0009282046,9.12e-05,0.001235806,0.9530464623,0.0677923634,0.3321904329,0.4394829052,0.0658411591,0.0258541786,0.0076209174,0.0612180434,0.0,0.0,ZA9367018,-23.9828055,29.0061748529,8.2096439307,train,Mogalakwena Local Municipality
1856,93607019: Ward 19,2040.37865,8555.36637,39.8028640419,0.844300243,0.0545912691,0.0016260021,0.0,0.0,0.0,0.0005710901,0.0652288388,0.0324210999,0.0,0.0,0.001261457,0.0,0.0,0.3811149902,0.4796621328,0.0001243465,0.0102845683,0.1288139622,0.1135042116,0.8864957884,0.1519427681,0.8480572319,0.0061490498,0.9938509502,0.0007674306,0.0024679715,0.1182936319,0.0006312214,0.0049377219,0.776259009,0.0479824887,0.0034432985,0.0028086991,0.0004973861,0.0012816377,0.032925857,0.0077036467,0.0,0.0,0.9979147743,0.0005108291,0.0007919427,0.0001243465,0.0006581074,0.970499559,0.0298160001,0.319279919,0.2582473699,0.2471766111,0.0204759886,0.0017889131,0.1232151983,0.0,0.0,ZA9367019,-24.0555209496,28.9135316662,12.1918574039,train,Mogalakwena Local Municipality
1857,93607020: Ward 20,2349.31008,10237.3395,32.5230720502,0.9230777403,0.0084286234,0.0033786132,0.0,0.0,0.0004580962,0.0022391127,0.0300954781,0.0301304075,0.0,0.0004354257,0.0017565029,0.0,0.0,0.3331548817,0.5324763275,0.0,0.0050600031,0.1293087877,0.2324449951,0.7675550049,0.1808533252,0.8191466748,0.0173034289,0.9826965711,0.0019216555,0.0105259028,0.1310416891,0.0005228878,0.0078741796,0.2775321557,0.0120396994,0.003005187,0.0040497328,0.0007512968,0.0054715417,0.5386330052,0.0066310666,0.0,0.0,0.9977410029,0.0006347342,0.000986224,0.0001072212,0.0005308176,0.9688177603,0.0340314038,0.2985757248,0.3484570032,0.1311278927,0.0157322145,0.0577426586,0.1143331024,0.0,0.0,ZA9367020,-24.0597068162,28.9805030865,11.5162124497,train,Mogalakwena Local Municipality
1858,93607021: Ward 21,1361.67757,6143.50127,29.5420185265,0.9621608513,0.0082786191,0.0007512425,0.000790356,0.0,0.0,0.0038937558,0.0085270627,0.0130135359,0.0010344666,0.0,0.00155011,0.0,0.0,0.3173442821,0.5368917422,0.0,0.0135481001,0.1322158757,0.2014941981,0.7985058019,0.1935728074,0.8064271926,0.0147622833,0.9852377167,0.0001786701,0.0069930888,0.0093909039,0.0001731635,0.0010710668,0.099446409,0.0,0.0023200011,0.0005305037,0.0016092778,0.0046585715,0.8664408675,0.0071874763,0.0,0.0,0.9989212259,0.0001863774,0.0001731635,0.0001731635,0.0005460697,0.9785456626,0.0342191067,0.2912174943,0.3224756871,0.1203100379,0.0289734302,0.0171603546,0.1856438893,0.0,0.0,ZA9367021,-24.092457535,29.0033644266,15.5783250012,train,Mogalakwena Local Municipality
1859,93607022: Ward 22,2340.43899,9420.6883,32.7583202671,0.8064629448,0.0099135077,0.0023248758,0.0004420282,0.0016457425,0.0037776033,0.0297923211,0.0526497211,0.0909004383,0.0006018572,0.0,0.00148896,0.0,0.0,0.3495063689,0.4911997078,0.0002190742,0.01795422,0.1411206292,0.1635877208,0.8364122792,0.1774904929,0.8225095071,0.0090466874,0.9909533126,0.002981486,0.0064073354,0.2250779946,0.0009089304,0.0078941578,0.6683398654,0.0471584927,0.0037481348,0.0008063721,0.0003184481,0.0027378477,0.0234952928,0.0101256423,0.0,0.0,0.997161062,0.0002309746,0.0012981886,0.0,0.0013097748,0.9082928242,0.0444803178,0.4038099323,0.1130799141,0.0953662757,0.0051291959,0.0013616933,0.336772671,0.0,0.0,ZA9367022,-24.1460673992,28.9434200749,18.5769195075,train,Mogalakwena Local Municipality
1860,93607023: Ward 23,2032.61033,8163.47389,26.3968903474,0.9181400697,0.0087342122,0.0035390945,0.0,0.0,0.0,0.0015098073,0.0310015349,0.0326773258,0.0026984119,0.0,0.0016995437,0.0,0.0,0.3628142075,0.4802696527,0.0004069199,0.0209855893,0.1355236306,0.2137946185,0.7862053815,0.2284984894,0.7715015106,0.0143086107,0.9856913893,0.0019953466,0.0222206052,0.1513955684,0.0012052773,0.0137822429,0.7372306118,0.015522872,0.0056277475,0.0030398713,0.0,0.0025325615,0.033858054,0.0115892415,0.0,0.0,0.9959535572,0.0005353517,0.0022940993,0.0012169917,0.0,0.9768468706,0.1233780063,0.2655564139,0.204002717,0.0832890483,0.0041385699,0.0058359833,0.3137992613,0.0,0.0,ZA9367023,-24.112582592,28.9444488119,17.075006585,train,Mogalakwena Local Municipality
1861,93607024: Ward 24,2880.35819,12155.50801,24.4040745502,0.9240885627,0.0046620452,0.0023017693,0.0004045469,0.0,0.0021804198,0.0003551468,0.0269862548,0.0373298746,0.0004045469,0.0,0.001286833,0.0,0.0,0.3117373142,0.5499210806,0.0003838869,0.0182144646,0.1197432537,0.3037896165,0.6962103835,0.2358271386,0.7641728614,0.0795956908,0.9204043092,0.0011211428,0.0128574774,0.2455413494,0.0020476084,0.0090819742,0.6224548932,0.0197472306,0.0112154441,0.0059886284,0.0002805839,0.0063398025,0.0515075914,0.0118162737,0.0,0.0,0.99715513,0.0004824743,0.0016827795,0.0001750367,0.0005045795,0.9552737016,0.2671722471,0.3871972083,0.1177597811,0.0200047828,0.0067299998,0.0007328082,0.2004031728,0.0,0.0,ZA9367024,-24.1223645691,28.9815449547,22.2028070501,train,Mokopane
1862,93607025: Ward 25,2532.6348,10981.25243,28.3308750239,0.9790779034,0.0094643294,0.0017138713,0.0,0.0004249369,0.0004249369,0.0012935106,0.0042651195,0.0004084837,0.0,0.0,0.0029269084,0.0,0.0,0.2899758348,0.5745774965,0.0,0.0156974244,0.1197492443,0.2358564369,0.7641435631,0.2060264907,0.7939735093,0.049777082,0.950222918,0.0027825068,0.0063190971,0.1824002073,0.0004110861,0.009943282,0.7062721788,0.0599252858,0.0032509598,0.0025618143,0.0010792002,0.0006123172,0.0021252303,0.0223168342,0.0,0.0,0.9968448408,0.0001968346,0.0002085391,0.0001,0.002649828,0.9941811232,0.146260053,0.455579932,0.1408316588,0.0347381075,0.0168451251,0.0021223549,0.2036227687,0.0,0.0,ZA9367025,-24.1537423496,28.9643520662,22.4502156472,train,Mogalakwena Local Municipality
1863,93607026: Ward 26,1696.5774,5955.79413,26.4693977416,0.9396254542,0.0013544504,0.0008302657,0.0006868181,0.0,0.0,0.0053623312,0.006038522,0.0257012029,0.0170798927,0.0,0.0033210627,0.0,0.0,0.3128796277,0.5675954065,0.0003849512,0.0161215663,0.1030184484,0.2988096741,0.7011903259,0.2703184246,0.7296815754,0.1498127701,0.8501872299,0.0037052305,0.0113607721,0.0603026149,0.0037486017,0.0080750676,0.7318240884,0.0592086802,0.0183204486,0.0016535091,0.0018692134,0.0135347744,0.0567657197,0.0296312794,0.0,0.0,0.9943825761,0.0040056724,0.0004342041,0.0,0.0011775474,0.9748611823,0.2310901407,0.6899653738,0.0712330778,0.002120033,0.0,0.0,0.0055913747,0.0,0.0,ZA9367026,-24.1458369914,28.9795048055,23.7798419156,train,Mogalakwena Local Municipality
1864,93607027: Ward 27,2670.57465,9456.40759,25.4349542335,0.9807549473,0.0,0.0027880254,0.0004241372,0.0,0.0,0.0076736855,0.0025902066,0.0012600359,0.0009637813,0.0,0.0035451808,0.0,0.0,0.3168677642,0.5759800588,0.0004002852,0.0087186904,0.0980332014,0.3669115147,0.6330884853,0.2922693136,0.7077306864,0.1673754411,0.8326245589,0.0044282651,0.0166374142,0.07001253,0.0042248369,0.0113293086,0.7484079237,0.0262554747,0.0196884132,0.0015317022,0.0017882235,0.0147392981,0.0683696799,0.01258693,0.0,0.0,0.9926103714,0.0009301555,0.0,0.0027418774,0.0037175957,0.9915760977,0.5391078658,0.4540048525,0.0013389777,0.0023061404,0.0,0.0,0.0032421636,0.0,0.0,ZA9367027,-24.1406109637,28.989199553,24.0346198469,train,Mokopane
1865,93607028: Ward 28,3066.06252,12595.00159,21.4904753475,0.9356836174,0.0003694282,0.0084315828,0.0003374165,0.0004594199,0.0044138859,0.0130931935,0.0126110605,0.0068412989,0.0149215744,0.0,0.002837522,0.0,0.0,0.3267679516,0.5173534448,0.0005046915,0.0075095306,0.1478643815,0.2898730584,0.7101269416,0.2610170617,0.7389829383,0.0368414797,0.9631585203,0.001823394,0.0081964452,0.0597538821,0.0041350753,0.0093789675,0.7395420853,0.0335976536,0.012639414,0.0009788764,0.0005984882,0.0089144363,0.067396024,0.0170786092,0.0,0.0359666489,0.9948010892,0.0003902794,0.0011255965,0.0007331805,0.0029498543,0.9896724774,0.3036727738,0.6864287294,0.0031352459,0.0003800444,0.0012882679,0.0,0.0050949385,0.0,0.0,ZA9367028,-24.1468084361,28.99579164,24.262576744,train,Mogalakwena Local Municipality
1866,93607029: Ward 29,3044.81857,11440.52409,23.1769527076,0.8912810033,0.0133021588,0.0020011734,0.0011880577,0.0003534562,0.0,0.0022039573,0.0443689064,0.0414723495,0.0009252505,0.0007117764,0.0021919106,0.0,0.0,0.2907193441,0.5679836456,9.3e-05,0.0201408492,0.1210631733,0.1252584419,0.8747415581,0.1577733612,0.8422266388,0.0093661607,0.9906338393,0.0063755436,0.0079009291,0.1789395087,0.0017313079,0.0088765164,0.6680550113,0.0386443966,0.0100915386,0.0015361045,0.001275168,0.0173711753,0.0321917621,0.0269236293,0.0,8.74e-05,0.9919059836,0.0030953136,0.0019588202,0.0010413387,0.0019985439,0.9692445517,0.1144816652,0.3909594029,0.1984334193,0.0452003254,0.0423480963,0.0676621629,0.1409149281,0.0,0.0,ZA9367029,-24.1799557334,28.9813221107,22.8899904111,train,Mogalakwena Local Municipality
1867,93607030: Ward 30,1927.97779,8423.47945,28.0276594888,0.9364494495,0.0216476975,0.0012672086,0.0,0.0,0.0023559971,0.0018254152,0.0251737444,0.0087828968,0.0,0.0005582066,0.0019393844,0.0,0.0,0.3016222839,0.5447916704,0.0001303096,0.0321491186,0.1213066175,0.1195112471,0.8804887529,0.1659471969,0.8340528031,0.0106581363,0.9893418637,0.0019446346,0.0099018203,0.2337117828,0.0014110238,0.0034881583,0.6195499747,0.079374576,0.0046204185,0.0024777006,0.0,0.0045275281,0.0118962681,0.0270961141,0.0,0.0,0.9958226609,0.0006564734,0.0023376433,0.0005091898,0.0006740326,0.923125131,0.1138953836,0.3907697765,0.3138426092,0.0223199096,0.0213072008,0.0774610635,0.0604040568,0.0,0.0,ZA9367030,-24.1718356727,28.9628174172,21.7761519543,train,Mogalakwena Local Municipality
1868,93607031: Ward 31,6029.3656,20770.4388,25.7592125447,0.9546643033,0.0012334017,0.0085336374,0.0026010912,0.0222011019,0.0033626722,0.0036903086,0.0013715954,0.0005488057,0.0014119595,0.0,0.000381123,0.0,0.0,0.3065300455,0.5314078353,0.0002946736,0.0264471818,0.1353202639,0.3618734896,0.6381265104,0.3980668331,0.6019331669,0.1799424669,0.8200575331,0.1952465766,0.0399999012,0.0481641259,0.0026652639,0.0088741938,0.5733190572,0.0312086209,0.0096770844,0.0014505972,0.0015659154,0.0090889269,0.0533964858,0.0130180418,0.0,0.012325209,0.7871543065,0.0059714237,0.0054170391,0.199261369,0.0021958616,0.6969654602,0.7197933527,0.1098907636,0.1552801558,0.0044145988,0.0012752585,0.0020778687,0.0072680018,0.0,0.0,ZA9367031,-24.2059696124,28.9939195383,19.9179395817,train,Mokopane
